step,samples,episode,epoch,loss,grad_norm,learning_rate,update_s,data_s,samples_per_s,memory_gb
10480,20960,33,0.41,0.112,4.497,1.9e-05,0.449,0.002,4,34.87
10490,20980,33,0.41,0.115,4.487,1.9e-05,0.498,0.003,4,34.87
10500,21000,33,0.42,0.118,4.970,1.9e-05,0.466,0.003,4,34.87
10510,21020,33,0.42,0.197,6.507,1.9e-05,0.467,0.003,4,34.87
10520,21040,33,0.42,0.119,3.991,1.9e-05,0.483,0.002,4,34.87
10530,21060,33,0.42,0.087,4.395,1.9e-05,0.489,0.003,4,34.87
10540,21080,33,0.42,0.122,4.294,1.9e-05,0.466,0.003,4,34.87
10550,21100,33,0.42,0.121,4.638,1.9e-05,0.466,0.002,4,34.87
10560,21120,33,0.42,0.148,6.151,1.9e-05,0.484,0.003,4,34.87
10570,21140,33,0.42,0.113,4.601,1.9e-05,0.476,0.003,4,34.87
10580,21160,33,0.42,0.126,5.036,1.9e-05,0.467,0.003,4,34.87
10590,21180,33,0.42,0.213,6.414,1.9e-05,0.491,0.003,4,34.87
10600,21200,34,0.42,0.083,3.679,1.9e-05,0.475,0.003,4,34.87
10610,21220,34,0.42,0.102,4.254,1.9e-05,0.467,0.003,4,34.87
10620,21240,34,0.42,0.118,4.676,1.9e-05,0.474,0.003,4,34.87
10630,21260,34,0.42,0.132,4.856,1.9e-05,0.480,0.003,4,34.87
10640,21280,34,0.42,0.110,5.143,1.9e-05,0.471,0.003,4,34.87
10650,21300,34,0.42,0.142,5.578,1.9e-05,0.477,0.003,4,34.87
10660,21320,34,0.42,0.100,4.197,1.9e-05,0.494,0.003,4,34.87
10670,21340,34,0.42,0.112,4.757,1.9e-05,0.447,0.002,4,34.87
10680,21360,34,0.42,0.094,4.034,1.9e-05,0.444,0.002,4,34.87
10690,21380,34,0.42,0.179,6.655,1.9e-05,0.445,0.002,4,34.87
10700,21400,34,0.42,0.111,3.955,1.9e-05,0.474,0.002,4,34.87
10710,21420,34,0.42,0.125,4.627,1.9e-05,0.459,0.003,4,34.87
10720,21440,34,0.42,0.091,4.197,1.9e-05,0.448,0.002,4,34.87
10730,21460,34,0.42,0.119,5.167,1.9e-05,0.486,0.003,4,34.87
10740,21480,34,0.42,0.125,5.694,1.9e-05,0.457,0.003,4,34.87
10750,21500,34,0.42,0.126,4.519,1.9e-05,0.451,0.003,4,34.87
10760,21520,34,0.43,0.118,4.582,1.9e-05,0.473,0.003,4,34.87
10770,21540,34,0.43,0.089,4.270,1.9e-05,0.504,0.003,4,34.87
10780,21560,34,0.43,0.078,3.780,1.9e-05,0.463,0.003,4,34.87
10790,21580,34,0.43,0.110,4.454,1.9e-05,0.453,0.003,4,34.87
10800,21600,34,0.43,0.202,6.483,1.9e-05,0.462,0.003,4,34.87
10810,21620,34,0.43,0.066,3.311,1.9e-05,0.502,0.003,4,34.87
10820,21640,34,0.43,0.084,3.888,1.9e-05,0.472,0.003,4,34.87
10830,21660,34,0.43,0.125,5.591,1.9e-05,0.453,0.003,4,34.87
10840,21680,34,0.43,0.072,3.533,1.9e-05,0.497,0.003,4,34.87
10850,21700,34,0.43,0.123,5.630,1.8e-05,0.472,0.003,4,34.87
10860,21720,34,0.43,0.089,4.000,1.8e-05,0.466,0.003,4,34.87
10870,21740,34,0.43,0.110,4.752,1.8e-05,0.459,0.003,4,34.87
10880,21760,34,0.43,0.119,4.819,1.8e-05,0.500,0.003,4,34.87
10890,21780,34,0.43,0.119,5.131,1.8e-05,0.470,0.003,4,34.87
10900,21800,34,0.43,0.119,4.937,1.8e-05,0.467,0.003,4,34.87
10910,21820,35,0.43,0.107,4.787,1.8e-05,0.491,0.003,4,34.87
10920,21840,35,0.43,0.070,3.365,1.8e-05,0.470,0.003,4,34.87
10930,21860,35,0.43,0.197,7.741,1.8e-05,0.469,0.003,4,34.87
10940,21880,35,0.43,0.165,5.503,1.8e-05,0.464,0.003,4,34.87
10950,21900,35,0.43,0.117,5.083,1.8e-05,0.483,0.003,4,34.87
10960,21920,35,0.43,0.128,4.749,1.8e-05,0.473,0.003,4,34.87
10970,21940,35,0.43,0.113,4.507,1.8e-05,0.466,0.003,4,34.87
10980,21960,35,0.43,0.126,4.844,1.8e-05,0.479,0.003,4,34.87
10990,21980,35,0.43,0.135,4.712,1.8e-05,0.471,0.003,4,34.87
11000,22000,35,0.43,0.174,8.331,1.8e-05,0.473,0.003,4,34.87
11010,22020,35,0.44,0.067,3.454,1.8e-05,0.473,0.003,4,34.87
11020,22040,35,0.44,0.056,3.316,1.8e-05,0.486,0.003,4,34.87
11030,22060,35,0.44,0.125,5.133,1.8e-05,0.475,0.003,4,34.87
11040,22080,35,0.44,0.149,5.001,1.8e-05,0.470,0.003,4,34.87
11050,22100,35,0.44,0.128,5.433,1.8e-05,0.494,0.003,4,34.87
11060,22120,35,0.44,0.096,4.602,1.8e-05,0.441,0.002,5,34.87
11070,22140,35,0.44,0.133,5.669,1.8e-05,0.445,0.002,4,34.87
11080,22160,35,0.44,0.128,4.760,1.8e-05,0.445,0.002,4,34.87
11090,22180,35,0.44,0.203,11.047,1.8e-05,0.465,0.002,4,34.87
11100,22200,35,0.44,0.197,7.965,1.8e-05,0.446,0.002,4,34.87
11110,22220,35,0.44,0.093,3.419,1.8e-05,0.470,0.003,4,34.87
11120,22240,35,0.44,0.093,4.604,1.8e-05,0.465,0.003,4,34.87
11130,22260,35,0.44,0.108,4.205,1.8e-05,0.498,0.003,4,34.87
11140,22280,35,0.44,0.213,6.594,1.8e-05,0.456,0.003,4,34.87
11150,22300,35,0.44,0.122,4.973,1.8e-05,0.470,0.003,4,34.87
11160,22320,35,0.44,0.105,4.400,1.8e-05,0.500,0.003,4,34.87
11170,22340,35,0.44,0.169,6.101,1.8e-05,0.474,0.003,4,34.87
11180,22360,35,0.44,0.113,3.963,1.8e-05,0.456,0.003,4,34.87
11190,22380,35,0.44,0.135,4.588,1.8e-05,0.469,0.003,4,34.87
11200,22400,35,0.44,0.126,6.421,1.8e-05,0.500,0.003,4,34.87
11210,22420,35,0.44,0.095,4.447,1.8e-05,0.464,0.003,4,34.87
11220,22440,35,0.44,0.072,4.007,1.8e-05,0.452,0.003,4,34.87
11230,22460,36,0.44,0.195,6.365,1.8e-05,0.505,0.003,4,34.87
11240,22480,36,0.44,0.080,3.731,1.8e-05,0.472,0.003,4,34.87
11250,22500,36,0.44,0.187,6.749,1.8e-05,0.467,0.003,4,34.87
11260,22520,36,0.45,0.093,4.407,1.8e-05,0.461,0.003,4,34.87
11270,22540,36,0.45,0.155,6.274,1.8e-05,0.502,0.003,4,34.87
11280,22560,36,0.45,0.113,4.985,1.8e-05,0.476,0.003,4,34.87
11290,22580,36,0.45,0.091,3.846,1.8e-05,0.470,0.003,4,34.87
11300,22600,36,0.45,0.068,3.361,1.8e-05,0.491,0.003,4,34.87
11310,22620,36,0.45,0.149,5.494,1.8e-05,0.467,0.003,4,34.87
11320,22640,36,0.45,0.181,6.598,1.8e-05,0.467,0.003,4,34.87
11330,22660,36,0.45,0.114,5.014,1.8e-05,0.470,0.003,4,34.87
11340,22680,36,0.45,0.098,4.188,1.8e-05,0.487,0.003,4,34.87
11350,22700,36,0.45,0.110,4.530,1.8e-05,0.466,0.003,4,34.87
11360,22720,36,0.45,0.206,5.950,1.8e-05,0.467,0.003,4,34.87
11370,22740,36,0.45,0.123,4.740,1.8e-05,0.483,0.003,4,34.87
11380,22760,36,0.45,0.110,4.753,1.8e-05,0.475,0.003,4,34.87
11390,22780,36,0.45,0.100,4.450,1.8e-05,0.466,0.003,4,34.87
11400,22800,36,0.45,0.123,5.697,1.8e-05,0.468,0.003,4,34.87
11410,22820,36,0.45,0.182,5.928,1.8e-05,0.481,0.003,4,34.87
11420,22840,36,0.45,0.137,6.160,1.8e-05,0.459,0.003,4,34.87
11430,22860,36,0.45,0.104,4.071,1.8e-05,0.462,0.003,4,34.87
11440,22880,36,0.45,0.080,3.772,1.8e-05,0.502,0.003,4,34.87
11450,22900,36,0.45,0.147,5.260,1.8e-05,0.456,0.003,4,34.87
11460,22920,36,0.45,0.098,4.618,1.8e-05,0.473,0.003,4,34.87
11470,22940,36,0.45,0.123,5.139,1.8e-05,0.470,0.003,4,34.87
11480,22960,36,0.45,0.116,5.246,1.8e-05,0.499,0.003,4,34.87
11490,22980,36,0.45,0.103,4.160,1.8e-05,0.461,0.003,4,34.87
11500,23000,36,0.45,0.128,4.819,1.8e-05,0.476,0.003,4,34.87
11510,23020,36,0.45,0.135,4.511,1.8e-05,0.471,0.003,4,34.87
11520,23040,36,0.46,0.161,6.224,1.8e-05,0.502,0.003,4,34.87
11530,23060,36,0.46,0.131,4.683,1.8e-05,0.463,0.003,4,34.87
11540,23080,36,0.46,0.089,3.920,1.8e-05,0.474,0.003,4,34.87
11550,23100,37,0.46,0.128,4.413,1.8e-05,0.489,0.003,4,34.87
11560,23120,37,0.46,0.128,4.485,1.8e-05,0.460,0.003,4,34.87
11570,23140,37,0.46,0.111,4.612,1.8e-05,0.454,0.003,4,34.87
11580,23160,37,0.46,0.136,5.014,1.8e-05,0.478,0.003,4,34.87
11590,23180,37,0.46,0.132,5.181,1.8e-05,0.498,0.003,4,34.87
11600,23200,37,0.46,0.099,4.416,1.8e-05,0.474,0.003,4,34.87
11610,23220,37,0.46,0.117,5.892,1.8e-05,0.454,0.002,4,34.87
11620,23240,37,0.46,0.116,5.100,1.8e-05,0.462,0.002,4,34.87
11630,23260,37,0.46,0.146,5.343,1.8e-05,0.439,0.002,5,34.87
11640,23280,37,0.46,0.118,4.431,1.8e-05,0.451,0.002,4,34.87
11650,23300,37,0.46,0.111,4.633,1.8e-05,0.441,0.002,5,34.87
11660,23320,37,0.46,0.085,3.893,1.8e-05,0.461,0.002,4,34.87
11670,23340,37,0.46,0.090,3.838,1.8e-05,0.444,0.002,4,34.87
11680,23360,37,0.46,0.129,4.655,1.8e-05,0.457,0.002,4,34.87
11690,23380,37,0.46,0.101,5.071,1.8e-05,0.489,0.003,4,34.87
11700,23400,37,0.46,0.097,4.544,1.8e-05,0.473,0.003,4,34.87
11710,23420,37,0.46,0.109,4.455,1.8e-05,0.449,0.002,4,34.87
11720,23440,37,0.46,0.127,5.301,1.8e-05,0.446,0.002,4,34.87
11730,23460,37,0.46,0.114,4.482,1.8e-05,0.459,0.002,4,34.87
11740,23480,37,0.46,0.157,5.952,1.8e-05,0.444,0.002,4,34.87
11750,23500,37,0.46,0.077,3.901,1.8e-05,0.443,0.002,4,34.87
11760,23520,37,0.46,0.147,4.917,1.7e-05,0.461,0.002,4,34.87
11770,23540,37,0.47,0.123,5.743,1.7e-05,0.447,0.002,4,34.87
11780,23560,37,0.47,0.100,4.122,1.7e-05,0.443,0.002,4,34.87
11790,23580,37,0.47,0.080,4.119,1.7e-05,0.448,0.002,4,34.87
11800,23600,37,0.47,0.070,3.743,1.7e-05,0.459,0.002,4,34.87
11810,23620,37,0.47,0.153,5.607,1.7e-05,0.443,0.002,4,34.87
11820,23640,37,0.47,0.153,6.155,1.7e-05,0.453,0.002,4,34.87
11830,23660,37,0.47,0.095,4.102,1.7e-05,0.462,0.002,4,34.87
11840,23680,37,0.47,0.078,4.198,1.7e-05,0.444,0.002,4,34.87
11850,23700,37,0.47,0.092,3.870,1.7e-05,0.441,0.002,5,34.87
11860,23720,38,0.47,0.080,3.578,1.7e-05,0.438,0.002,5,34.87
11870,23740,38,0.47,0.101,4.484,1.7e-05,0.454,0.002,4,34.87
11880,23760,38,0.47,0.145,5.816,1.7e-05,0.443,0.002,4,34.87
11890,23780,38,0.47,0.130,4.602,1.7e-05,0.441,0.002,5,34.87
11900,23800,38,0.47,0.151,5.364,1.7e-05,0.460,0.002,4,34.87
11910,23820,38,0.47,0.127,4.403,1.7e-05,0.439,0.002,5,34.87
11920,23840,38,0.47,0.127,5.096,1.7e-05,0.436,0.002,5,34.87
11930,23860,38,0.47,0.127,4.599,1.7e-05,0.439,0.002,5,34.87
11940,23880,38,0.47,0.108,5.016,1.7e-05,0.458,0.002,4,34.87
11950,23900,38,0.47,0.112,4.929,1.7e-05,0.437,0.002,5,34.87
11960,23920,38,0.47,0.135,5.154,1.7e-05,0.437,0.002,5,34.87
11970,23940,38,0.47,0.146,6.151,1.7e-05,0.444,0.002,4,34.87
11980,23960,38,0.47,0.102,4.044,1.7e-05,0.462,0.002,4,34.87
11990,23980,38,0.47,0.089,3.423,1.7e-05,0.440,0.002,5,34.87
12000,24000,38,0.47,0.139,5.952,1.7e-05,0.443,0.002,4,34.87
12010,24020,38,0.47,0.090,4.411,1.7e-05,0.460,0.002,4,34.87
12020,24040,38,0.48,0.113,4.469,1.7e-05,0.440,0.002,5,34.87
12030,24060,38,0.48,0.151,5.459,1.7e-05,0.442,0.002,5,34.87
12040,24080,38,0.48,0.075,3.425,1.7e-05,0.468,0.002,4,34.87
12050,24100,38,0.48,0.094,3.414,1.7e-05,0.490,0.002,4,34.87
12060,24120,38,0.48,0.092,3.640,1.7e-05,0.466,0.002,4,34.87
12070,24140,38,0.48,0.108,3.986,1.7e-05,0.466,0.002,4,34.87
12080,24160,38,0.48,0.151,5.434,1.7e-05,0.481,0.002,4,34.87
12090,24180,38,0.48,0.127,4.985,1.7e-05,0.444,0.002,4,34.87
12100,24200,38,0.48,0.071,3.736,1.7e-05,0.445,0.002,4,34.87
12110,24220,38,0.48,0.140,5.203,1.7e-05,1.112,0.002,2,34.87
12120,24240,38,0.48,0.081,3.596,1.7e-05,0.460,0.002,4,34.87
12130,24260,38,0.48,0.152,5.351,1.7e-05,0.441,0.002,5,34.87
12140,24280,38,0.48,0.117,4.069,1.7e-05,0.435,0.002,5,34.87
12150,24300,38,0.48,0.171,5.576,1.7e-05,0.456,0.002,4,34.87
12160,24320,38,0.48,0.105,4.854,1.7e-05,0.443,0.002,4,34.87
12170,24340,38,0.48,0.100,4.161,1.7e-05,0.445,0.002,4,34.87
12180,24360,39,0.48,0.087,4.880,1.7e-05,0.440,0.002,5,34.87
12190,24380,39,0.48,0.118,4.642,1.7e-05,0.447,0.002,4,34.87
12200,24400,39,0.48,0.091,3.544,1.7e-05,0.435,0.002,5,34.87
12210,24420,39,0.48,0.086,4.431,1.7e-05,0.437,0.002,5,34.87
12220,24440,39,0.48,0.094,3.873,1.7e-05,0.451,0.002,4,34.87
12230,24460,39,0.48,0.106,4.290,1.7e-05,0.429,0.002,5,34.87
12240,24480,39,0.48,0.181,5.963,1.7e-05,0.434,0.002,5,34.87
12250,24500,39,0.48,0.153,5.269,1.7e-05,0.438,0.002,5,34.87
12260,24520,39,0.48,0.139,5.740,1.7e-05,0.454,0.002,4,34.87
12270,24540,39,0.49,0.097,3.803,1.7e-05,0.444,0.002,4,34.87
12280,24560,39,0.49,0.176,6.440,1.7e-05,0.444,0.002,4,34.87
12290,24580,39,0.49,0.090,4.078,1.7e-05,0.444,0.002,4,34.87
12300,24600,39,0.49,0.087,4.284,1.7e-05,0.456,0.002,4,34.87
12310,24620,39,0.49,0.151,6.056,1.7e-05,0.441,0.002,5,34.87
12320,24640,39,0.49,0.088,3.863,1.7e-05,0.446,0.002,4,34.87
12330,24660,39,0.49,0.094,4.169,1.7e-05,0.462,0.002,4,34.87
12340,24680,39,0.49,0.157,6.691,1.7e-05,0.441,0.002,5,34.87
12350,24700,39,0.49,0.073,3.997,1.7e-05,0.441,0.002,5,34.87
12360,24720,39,0.49,0.136,4.965,1.7e-05,0.435,0.002,5,34.87
12370,24740,39,0.49,0.121,4.437,1.7e-05,0.453,0.002,4,34.87
12380,24760,39,0.49,0.090,3.505,1.7e-05,0.438,0.002,5,34.87
12390,24780,39,0.49,0.134,4.210,1.7e-05,0.434,0.002,5,34.87
12400,24800,39,0.49,0.091,4.280,1.7e-05,0.462,0.002,4,34.87
12410,24820,39,0.49,0.102,4.275,1.7e-05,0.443,0.002,4,34.87
12420,24840,39,0.49,0.112,4.294,1.7e-05,0.437,0.002,5,34.87
12430,24860,39,0.49,0.073,3.590,1.7e-05,0.441,0.002,5,34.87
12440,24880,39,0.49,0.073,3.210,1.7e-05,0.466,0.002,4,34.87
12450,24900,39,0.49,0.184,6.640,1.7e-05,0.451,0.002,4,34.87
12460,24920,39,0.49,0.111,4.430,1.7e-05,0.441,0.002,5,34.87
12470,24940,39,0.49,0.205,6.427,1.7e-05,0.453,0.002,4,34.87
12480,24960,39,0.49,0.093,3.543,1.7e-05,0.443,0.002,4,34.87
12490,24980,39,0.49,0.113,4.696,1.7e-05,0.444,0.002,4,34.87
12500,25000,40,0.49,0.169,5.726,1.7e-05,0.437,0.002,5,34.87
12510,25020,40,0.49,0.080,3.141,1.7e-05,0.457,0.002,4,34.87
12520,25040,40,0.49,0.118,4.548,1.7e-05,0.439,0.002,5,34.87
12530,25060,40,0.50,0.078,3.501,1.7e-05,0.443,0.002,4,34.87
12540,25080,40,0.50,0.104,4.690,1.7e-05,0.459,0.002,4,34.87
12550,25100,40,0.50,0.103,4.236,1.7e-05,0.452,0.002,4,34.87
12560,25120,40,0.50,0.108,4.743,1.7e-05,0.444,0.002,4,34.87
12570,25140,40,0.50,0.143,5.449,1.7e-05,0.444,0.002,4,34.87
12580,25160,40,0.50,0.075,3.526,1.7e-05,0.454,0.002,4,34.87
12590,25180,40,0.50,0.098,3.657,1.7e-05,0.443,0.002,4,34.87
12600,25200,40,0.50,0.146,5.931,1.7e-05,0.445,0.002,4,34.87
12610,25220,40,0.50,0.068,3.462,1.7e-05,0.454,0.002,4,34.87
12620,25240,40,0.50,0.086,4.011,1.7e-05,0.442,0.002,5,34.87
12630,25260,40,0.50,0.104,4.268,1.7e-05,0.442,0.002,5,34.87
12640,25280,40,0.50,0.081,3.221,1.7e-05,0.441,0.002,5,34.87
12650,25300,40,0.50,0.075,3.592,1.6e-05,0.459,0.002,4,34.87
12660,25320,40,0.50,0.121,4.673,1.6e-05,0.441,0.002,5,34.87
12670,25340,40,0.50,0.083,3.827,1.6e-05,0.443,0.002,4,34.87
12680,25360,40,0.50,0.079,3.748,1.6e-05,0.454,0.002,4,34.87
12690,25380,40,0.50,0.109,4.429,1.6e-05,0.434,0.002,5,34.87
12700,25400,40,0.50,0.144,5.383,1.6e-05,0.440,0.002,5,34.87
12710,25420,40,0.50,0.093,3.961,1.6e-05,0.445,0.002,4,34.87
12720,25440,40,0.50,0.091,4.204,1.6e-05,0.451,0.002,4,34.87
12730,25460,40,0.50,0.091,4.693,1.6e-05,0.425,0.002,5,34.87
12740,25480,40,0.50,0.198,6.629,1.6e-05,0.435,0.002,5,34.87
12750,25500,40,0.50,0.158,5.358,1.6e-05,0.437,0.002,5,34.87
12760,25520,40,0.50,0.109,4.915,1.6e-05,0.462,0.002,4,34.87
12770,25540,40,0.50,0.082,3.440,1.6e-05,0.440,0.002,5,34.87
12780,25560,40,0.51,0.099,3.952,1.6e-05,0.439,0.002,5,34.87
12790,25580,40,0.51,0.090,3.988,1.6e-05,0.462,0.002,4,34.87
12800,25600,40,0.51,0.075,4.148,1.6e-05,0.443,0.002,4,34.87
12810,25620,41,0.51,0.116,4.905,1.6e-05,0.439,0.002,5,34.87
12820,25640,41,0.51,0.146,5.146,1.6e-05,0.438,0.002,5,34.87
12830,25660,41,0.51,0.109,4.047,1.6e-05,0.464,0.002,4,34.87
12840,25680,41,0.51,0.097,3.926,1.6e-05,0.440,0.002,5,34.87
12850,25700,41,0.51,0.167,6.848,1.6e-05,0.445,0.002,4,34.87
12860,25720,41,0.51,0.120,4.982,1.6e-05,0.457,0.002,4,34.87
12870,25740,41,0.51,0.101,4.377,1.6e-05,0.437,0.002,5,34.87
12880,25760,41,0.51,0.124,5.362,1.6e-05,0.437,0.002,5,34.87
12890,25780,41,0.51,0.119,4.187,1.6e-05,0.437,0.002,5,34.87
12900,25800,41,0.51,0.135,5.049,1.6e-05,0.455,0.002,4,34.87
12910,25820,41,0.51,0.066,3.422,1.6e-05,0.439,0.002,5,34.87
12920,25840,41,0.51,0.069,3.042,1.6e-05,0.444,0.002,4,34.87
12930,25860,41,0.51,0.127,4.997,1.6e-05,0.458,0.002,4,34.87
12940,25880,41,0.51,0.120,4.811,1.6e-05,0.445,0.002,4,34.87
12950,25900,41,0.51,0.128,5.304,1.6e-05,0.439,0.002,5,34.87
12960,25920,41,0.51,0.096,3.954,1.6e-05,0.446,0.002,4,34.87
12970,25940,41,0.51,0.082,3.301,1.6e-05,0.459,0.002,4,34.87
12980,25960,41,0.51,0.110,4.038,1.6e-05,0.445,0.002,4,34.87
12990,25980,41,0.51,0.187,6.834,1.6e-05,0.449,0.002,4,34.87
13000,26000,41,0.51,0.162,5.673,1.6e-05,0.460,0.002,4,34.87
13010,26020,41,0.51,0.157,5.745,1.6e-05,0.438,0.002,5,34.87
13020,26040,41,0.51,0.174,5.335,1.6e-05,0.440,0.002,5,34.87
13030,26060,41,0.52,0.139,4.704,1.6e-05,0.440,0.002,5,34.87
13040,26080,41,0.52,0.082,3.974,1.6e-05,0.453,0.002,4,34.87
13050,26100,41,0.52,0.105,4.706,1.6e-05,0.441,0.002,5,34.87
13060,26120,41,0.52,0.114,4.502,1.6e-05,0.442,0.002,5,34.87
13070,26140,41,0.52,0.101,3.953,1.6e-05,0.456,0.002,4,34.87
13080,26160,41,0.52,0.132,4.943,1.6e-05,0.443,0.002,4,34.87
13090,26180,41,0.52,0.098,4.254,1.6e-05,0.444,0.002,4,34.87
13100,26200,41,0.52,0.172,5.665,1.6e-05,0.441,0.002,5,34.87
13110,26220,41,0.52,0.101,4.081,1.6e-05,0.461,0.002,4,34.87
13120,26240,41,0.52,0.109,4.510,1.6e-05,0.432,0.002,5,34.87
13130,26260,42,0.52,0.102,4.456,1.6e-05,0.438,0.002,5,34.87
13140,26280,42,0.52,0.112,5.047,1.6e-05,0.442,0.002,5,34.87
13150,26300,42,0.52,0.143,5.437,1.6e-05,0.463,0.002,4,34.87
13160,26320,42,0.52,0.095,4.238,1.6e-05,0.434,0.002,5,34.87
13170,26340,42,0.52,0.125,4.005,1.6e-05,0.437,0.002,5,34.87
13180,26360,42,0.52,0.151,7.410,1.6e-05,0.469,0.002,4,34.87
13190,26380,42,0.52,0.065,3.376,1.6e-05,0.440,0.002,5,34.87
13200,26400,42,0.52,0.097,4.256,1.6e-05,0.437,0.002,5,34.87
13210,26420,42,0.52,0.112,4.673,1.6e-05,0.435,0.002,5,34.87
13220,26440,42,0.52,0.095,4.045,1.6e-05,0.458,0.002,4,34.87
13230,26460,42,0.52,0.104,3.585,1.6e-05,0.441,0.002,5,34.87
13240,26480,42,0.52,0.107,4.332,1.6e-05,0.439,0.002,5,34.87
13250,26500,42,0.52,0.106,4.791,1.6e-05,0.458,0.002,4,34.87
13260,26520,42,0.52,0.163,5.749,1.6e-05,0.437,0.002,5,34.87
13270,26540,42,0.52,0.097,3.471,1.6e-05,0.459,0.002,4,34.87
13280,26560,42,0.52,0.173,6.695,1.6e-05,0.445,0.002,4,34.87
13290,26580,42,0.53,0.101,4.675,1.6e-05,0.463,0.002,4,34.87
13300,26600,42,0.53,0.089,4.042,1.6e-05,0.445,0.002,4,34.87
13310,26620,42,0.53,0.144,5.208,1.6e-05,0.434,0.002,5,34.87
13320,26640,42,0.53,0.078,4.113,1.6e-05,0.451,0.002,4,34.87
13330,26660,42,0.53,0.175,6.335,1.6e-05,0.435,0.002,5,34.87
13340,26680,42,0.53,0.095,3.834,1.6e-05,0.443,0.002,4,34.87
13350,26700,42,0.53,0.079,3.988,1.6e-05,0.443,0.002,4,34.87
13360,26720,42,0.53,0.093,3.674,1.6e-05,0.455,0.002,4,34.87
13370,26740,42,0.53,0.055,2.737,1.6e-05,0.440,0.002,5,34.87
13380,26760,42,0.53,0.066,3.151,1.6e-05,0.444,0.002,4,34.87
13390,26780,42,0.53,0.098,4.323,1.6e-05,0.455,0.002,4,34.87
13400,26800,42,0.53,0.086,3.474,1.6e-05,0.434,0.002,5,34.87
13410,26820,42,0.53,0.112,4.471,1.6e-05,0.443,0.002,4,34.87
13420,26840,42,0.53,0.096,3.637,1.6e-05,0.437,0.002,5,34.87
13430,26860,42,0.53,0.129,6.065,1.6e-05,0.451,0.002,4,34.87
13440,26880,43,0.53,0.129,4.740,1.6e-05,0.438,0.002,5,34.87
13450,26900,43,0.53,0.100,4.405,1.6e-05,0.443,0.002,4,34.87
13460,26920,43,0.53,0.071,3.425,1.6e-05,0.461,0.002,4,34.87
13470,26940,43,0.53,0.127,4.911,1.6e-05,0.437,0.002,5,34.87
13480,26960,43,0.53,0.115,4.381,1.6e-05,0.438,0.002,5,34.87
13490,26980,43,0.53,0.068,3.398,1.6e-05,0.440,0.002,5,34.87
13500,27000,43,0.53,0.106,4.422,1.6e-05,0.454,0.002,4,34.87
13510,27020,43,0.53,0.127,5.075,1.6e-05,0.438,0.002,5,34.87
13520,27040,43,0.53,0.119,6.029,1.5e-05,0.439,0.002,5,34.87
13530,27060,43,0.53,0.059,3.270,1.5e-05,0.438,0.002,5,34.87
13540,27080,43,0.54,0.130,5.153,1.5e-05,0.454,0.002,4,34.87
13550,27100,43,0.54,0.154,5.914,1.5e-05,0.437,0.002,5,34.87
13560,27120,43,0.54,0.111,4.596,1.5e-05,0.438,0.002,5,34.87
13570,27140,43,0.54,0.105,4.865,1.5e-05,0.461,0.002,4,34.87
13580,27160,43,0.54,0.136,5.041,1.5e-05,0.444,0.002,4,34.87
13590,27180,43,0.54,0.149,5.326,1.5e-05,0.435,0.002,5,34.87
13600,27200,43,0.54,0.126,5.143,1.5e-05,0.437,0.002,5,34.87
13610,27220,43,0.54,0.079,3.301,1.5e-05,0.457,0.002,4,34.87
13620,27240,43,0.54,0.103,4.609,1.5e-05,0.439,0.002,5,34.87
13630,27260,43,0.54,0.092,3.636,1.5e-05,0.437,0.002,5,34.87
13640,27280,43,0.54,0.131,4.810,1.5e-05,0.460,0.002,4,34.87
13650,27300,43,0.54,0.129,4.265,1.5e-05,0.440,0.002,5,34.87
13660,27320,43,0.54,0.155,5.658,1.5e-05,0.439,0.002,5,34.87
13670,27340,43,0.54,0.111,4.295,1.5e-05,0.440,0.002,5,34.87
13680,27360,43,0.54,0.071,3.555,1.5e-05,0.455,0.002,4,34.87
13690,27380,43,0.54,0.144,4.924,1.5e-05,0.440,0.002,5,34.87
13700,27400,43,0.54,0.174,5.681,1.5e-05,0.433,0.002,5,34.87
13710,27420,43,0.54,0.126,4.693,1.5e-05,0.450,0.002,4,34.87
13720,27440,43,0.54,0.091,3.885,1.5e-05,0.439,0.002,5,34.87
13730,27460,43,0.54,0.091,3.612,1.5e-05,0.438,0.002,5,34.87
13740,27480,43,0.54,0.104,4.165,1.5e-05,0.429,0.002,5,34.87
13750,27500,43,0.54,0.219,8.013,1.5e-05,0.453,0.002,4,34.87
13760,27520,44,0.54,0.071,3.871,1.5e-05,0.438,0.002,5,34.87
13770,27540,44,0.54,0.112,4.313,1.5e-05,0.443,0.002,4,34.87
13780,27560,44,0.54,0.164,5.591,1.5e-05,0.464,0.002,4,34.87
13790,27580,44,0.55,0.082,4.045,1.5e-05,0.441,0.002,5,34.87
13800,27600,44,0.55,0.106,5.046,1.5e-05,0.445,0.002,4,34.87
13810,27620,44,0.55,0.101,3.988,1.5e-05,0.442,0.002,5,34.87
13820,27640,44,0.55,0.099,4.472,1.5e-05,0.459,0.002,4,34.87
13830,27660,44,0.55,0.078,3.583,1.5e-05,0.438,0.002,5,34.87
13840,27680,44,0.55,0.087,3.739,1.5e-05,0.449,0.002,4,34.87
13850,27700,44,0.55,0.068,3.353,1.5e-05,0.440,0.002,5,34.87
13860,27720,44,0.55,0.117,5.080,1.5e-05,0.458,0.002,4,34.87
13870,27740,44,0.55,0.100,4.136,1.5e-05,0.447,0.002,4,34.87
