step,samples,episode,epoch,loss,grad_norm,learning_rate,update_s,data_s,samples_per_s,memory_gb
7080,14160,22,0.28,0.076,3.561,2.2e-05,0.448,0.002,4,34.87
7090,14180,22,0.28,0.094,3.685,2.2e-05,0.438,0.002,5,34.87
7100,14200,22,0.28,0.159,5.272,2.2e-05,0.437,0.002,5,34.87
7110,14220,22,0.28,0.131,5.008,2.2e-05,0.435,0.002,5,34.87
7120,14240,23,0.28,0.179,5.759,2.2e-05,0.450,0.002,4,34.87
7130,14260,23,0.28,0.158,6.229,2.2e-05,0.441,0.002,5,34.87
7140,14280,23,0.28,0.114,4.510,2.2e-05,0.444,0.002,4,34.87
7150,14300,23,0.28,0.127,4.545,2.2e-05,0.443,0.002,4,34.87
7160,14320,23,0.28,0.195,6.546,2.2e-05,0.454,0.002,4,34.87
7170,14340,23,0.28,0.156,5.147,2.2e-05,0.443,0.002,4,34.87
7180,14360,23,0.28,0.108,4.790,2.2e-05,0.441,0.002,5,34.87
7190,14380,23,0.28,0.120,4.361,2.2e-05,0.463,0.002,4,34.87
7200,14400,23,0.28,0.103,4.645,2.2e-05,0.450,0.002,4,34.87
7210,14420,23,0.29,0.108,4.188,2.2e-05,0.443,0.002,4,34.87
7220,14440,23,0.29,0.096,4.179,2.2e-05,0.446,0.002,4,34.87
7230,14460,23,0.29,0.129,5.425,2.2e-05,0.468,0.002,4,34.87
7240,14480,23,0.29,0.079,3.507,2.2e-05,0.447,0.002,4,34.87
7250,14500,23,0.29,0.154,5.857,2.2e-05,0.441,0.002,5,34.87
7260,14520,23,0.29,0.216,5.870,2.2e-05,0.459,0.002,4,34.87
7270,14540,23,0.29,0.162,6.724,2.2e-05,0.438,0.002,5,34.87
7280,14560,23,0.29,0.121,5.244,2.2e-05,0.432,0.002,5,34.87
7290,14580,23,0.29,0.109,4.390,2.2e-05,0.440,0.002,5,34.87
7300,14600,23,0.29,0.128,4.586,2.2e-05,0.459,0.002,4,34.87
7310,14620,23,0.29,0.143,4.710,2.2e-05,0.441,0.002,5,34.87
7320,14640,23,0.29,0.173,5.716,2.2e-05,0.438,0.002,5,34.87
7330,14660,23,0.29,0.159,5.797,2.2e-05,0.451,0.002,4,34.87
7340,14680,23,0.29,0.104,4.912,2.2e-05,0.433,0.002,5,34.87
7350,14700,23,0.29,0.129,5.719,2.2e-05,0.441,0.002,5,34.87
7360,14720,23,0.29,0.167,5.901,2.2e-05,0.434,0.002,5,34.87
7370,14740,23,0.29,0.176,5.968,2.2e-05,0.459,0.002,4,34.87
7380,14760,23,0.29,0.174,6.249,2.2e-05,0.438,0.002,5,34.87
7390,14780,23,0.29,0.175,5.623,2.2e-05,0.437,0.002,5,34.87
7400,14800,23,0.29,0.127,4.911,2.2e-05,0.450,0.002,4,34.87
7410,14820,23,0.29,0.203,6.549,2.2e-05,0.443,0.002,4,34.87
7420,14840,23,0.29,0.151,5.170,2.2e-05,0.441,0.002,5,34.87
7430,14860,23,0.29,0.131,4.653,2.2e-05,0.437,0.002,5,34.87
7440,14880,24,0.29,0.096,4.968,2.2e-05,0.461,0.002,4,34.87
7450,14900,24,0.29,0.098,4.430,2.2e-05,0.449,0.002,4,34.87
7460,14920,24,0.29,0.128,4.765,2.2e-05,0.450,0.002,4,34.87
7470,14940,24,0.30,0.139,6.077,2.2e-05,0.462,0.002,4,34.87
7480,14960,24,0.30,0.080,3.773,2.2e-05,0.442,0.002,5,34.87
7490,14980,24,0.30,0.100,3.991,2.2e-05,0.445,0.002,4,34.87
7500,15000,24,0.30,0.146,5.554,2.2e-05,0.446,0.002,4,34.87
7510,15020,24,0.30,0.135,4.579,2.2e-05,0.459,0.002,4,34.87
7520,15040,24,0.30,0.067,3.849,2.2e-05,0.440,0.002,5,34.87
7530,15060,24,0.30,0.117,4.779,2.2e-05,0.444,0.002,4,34.87
7540,15080,24,0.30,0.171,6.139,2.2e-05,0.443,0.002,4,34.87
7550,15100,24,0.30,0.163,4.871,2.2e-05,0.460,0.002,4,34.87
7560,15120,24,0.30,0.140,6.213,2.2e-05,0.436,0.002,5,34.87
7570,15140,24,0.30,0.067,3.881,2.2e-05,0.432,0.002,5,34.87
7580,15160,24,0.30,0.150,5.311,2.2e-05,0.456,0.002,4,34.87
7590,15180,24,0.30,0.117,4.785,2.2e-05,0.433,0.002,5,34.87
7600,15200,24,0.30,0.070,3.403,2.2e-05,0.431,0.002,5,34.87
7610,15220,24,0.30,0.135,6.136,2.2e-05,0.435,0.002,5,34.87
7620,15240,24,0.30,0.128,5.383,2.2e-05,0.453,0.002,4,34.87
7630,15260,24,0.30,0.111,4.851,2.2e-05,0.437,0.002,5,34.87
7640,15280,24,0.30,0.137,5.050,2.2e-05,0.434,0.002,5,34.87
7650,15300,24,0.30,0.068,3.273,2.2e-05,0.455,0.002,4,34.87
7660,15320,24,0.30,0.118,7.704,2.2e-05,0.444,0.002,4,34.87
7670,15340,24,0.30,0.154,5.138,2.2e-05,0.436,0.002,5,34.87
7680,15360,24,0.30,0.114,4.444,2.2e-05,0.438,0.002,5,34.87
7690,15380,24,0.30,0.123,5.138,2.2e-05,0.459,0.002,4,34.87
7700,15400,24,0.30,0.100,5.168,2.2e-05,0.438,0.002,5,34.87
7710,15420,24,0.30,0.124,4.963,2.2e-05,0.439,0.002,5,34.87
7720,15440,24,0.31,0.109,4.139,2.2e-05,0.462,0.002,4,34.87
7730,15460,24,0.31,0.178,5.721,2.2e-05,0.439,0.002,5,34.87
7740,15480,24,0.31,0.148,4.387,2.2e-05,0.446,0.002,4,34.87
7750,15500,25,0.31,0.129,4.444,2.1e-05,0.441,0.002,5,34.87
7760,15520,25,0.31,0.236,6.714,2.1e-05,0.462,0.002,4,34.87
7770,15540,25,0.31,0.124,4.421,2.1e-05,0.441,0.002,5,34.87
7780,15560,25,0.31,0.100,4.025,2.1e-05,0.446,0.002,4,34.87
7790,15580,25,0.31,0.152,5.440,2.1e-05,0.457,0.002,4,34.87
7800,15600,25,0.31,0.117,5.226,2.1e-05,0.443,0.002,4,34.87
7810,15620,25,0.31,0.131,5.124,2.1e-05,0.449,0.002,4,34.87
7820,15640,25,0.31,0.164,6.443,2.1e-05,0.444,0.002,4,34.87
7830,15660,25,0.31,0.131,5.203,2.1e-05,0.458,0.002,4,34.87
7840,15680,25,0.31,0.097,3.925,2.1e-05,0.444,0.002,4,34.87
7850,15700,25,0.31,0.142,5.935,2.1e-05,0.446,0.002,4,34.87
7860,15720,25,0.31,0.149,5.401,2.1e-05,0.444,0.002,4,34.87
7870,15740,25,0.31,0.147,6.137,2.1e-05,0.469,0.002,4,34.87
7880,15760,25,0.31,0.087,3.542,2.1e-05,0.465,0.002,4,34.87
7890,15780,25,0.31,0.114,3.723,2.1e-05,0.464,0.002,4,34.87
7900,15800,25,0.31,0.158,5.427,2.1e-05,0.479,0.002,4,34.87
7910,15820,25,0.31,0.136,5.583,2.1e-05,0.450,0.002,4,34.87
7920,15840,25,0.31,0.119,4.985,2.1e-05,0.448,0.002,4,34.87
7930,15860,25,0.31,0.077,3.184,2.1e-05,0.459,0.002,4,34.87
7940,15880,25,0.31,0.177,6.206,2.1e-05,0.438,0.002,5,34.87
7950,15900,25,0.31,0.208,6.823,2.1e-05,0.437,0.002,5,34.87
7960,15920,25,0.31,0.079,4.090,2.1e-05,0.444,0.002,4,34.87
7970,15940,25,0.32,0.125,5.119,2.1e-05,0.462,0.002,4,34.87
7980,15960,25,0.32,0.122,4.467,2.1e-05,0.440,0.002,5,34.87
7990,15980,25,0.32,0.140,6.006,2.1e-05,0.440,0.002,5,34.87
8000,16000,25,0.32,0.128,5.292,2.1e-05,0.440,0.002,5,34.87
8010,16020,25,0.32,0.091,4.159,2.1e-05,0.459,0.002,4,34.87
8020,16040,25,0.32,0.194,6.842,2.1e-05,0.442,0.002,5,34.87
8030,16060,25,0.32,0.073,4.015,2.1e-05,0.441,0.002,5,34.87
8040,16080,25,0.32,0.106,4.632,2.1e-05,0.459,0.002,4,34.87
8050,16100,25,0.32,0.148,5.599,2.1e-05,0.440,0.002,5,34.87
8060,16120,25,0.32,0.084,4.146,2.1e-05,0.436,0.002,5,34.87
8070,16140,26,0.32,0.155,5.763,2.1e-05,0.434,0.002,5,34.87
8080,16160,26,0.32,0.094,3.434,2.1e-05,0.458,0.002,4,34.87
8090,16180,26,0.32,0.143,6.028,2.1e-05,0.447,0.002,4,34.87
8100,16200,26,0.32,0.085,4.338,2.1e-05,0.442,0.002,5,34.87
8110,16220,26,0.32,0.136,5.925,2.1e-05,0.464,0.002,4,34.87
8120,16240,26,0.32,0.097,4.025,2.1e-05,0.441,0.002,5,34.87
8130,16260,26,0.32,0.182,6.261,2.1e-05,0.440,0.002,5,34.87
8140,16280,26,0.32,0.094,4.035,2.1e-05,0.440,0.002,5,34.87
8150,16300,26,0.32,0.171,5.001,2.1e-05,0.462,0.002,4,34.87
8160,16320,26,0.32,0.262,7.249,2.1e-05,0.453,0.002,4,34.87
8170,16340,26,0.32,0.148,5.004,2.1e-05,0.440,0.002,5,34.87
8180,16360,26,0.32,0.105,4.530,2.1e-05,0.464,0.002,4,34.87
8190,16380,26,0.32,0.083,3.708,2.1e-05,0.445,0.002,4,34.87
8200,16400,26,0.32,0.098,4.425,2.1e-05,0.437,0.002,5,34.87
8210,16420,26,0.32,0.187,5.875,2.1e-05,0.435,0.002,5,34.87
8220,16440,26,0.32,0.104,4.688,2.1e-05,0.457,0.002,4,34.87
8230,16460,26,0.33,0.123,5.447,2.1e-05,0.436,0.002,5,34.87
8240,16480,26,0.33,0.120,4.674,2.1e-05,0.435,0.002,5,34.87
8250,16500,26,0.33,0.117,5.277,2.1e-05,0.456,0.002,4,34.87
8260,16520,26,0.33,0.138,5.699,2.1e-05,0.447,0.002,4,34.87
8270,16540,26,0.33,0.101,5.087,2.1e-05,0.450,0.002,4,34.87
8280,16560,26,0.33,0.083,4.538,2.1e-05,0.439,0.002,5,34.87
8290,16580,26,0.33,0.113,4.608,2.1e-05,0.463,0.002,4,34.87
8300,16600,26,0.33,0.091,3.672,2.1e-05,0.439,0.002,5,34.87
8310,16620,26,0.33,0.118,4.352,2.1e-05,0.443,0.002,4,34.87
8320,16640,26,0.33,0.182,6.125,2.1e-05,0.459,0.002,4,34.87
8330,16660,26,0.33,0.166,5.451,2.1e-05,0.438,0.002,5,34.87
8340,16680,26,0.33,0.084,3.704,2.1e-05,0.447,0.002,4,34.87
8350,16700,26,0.33,0.100,4.128,2.1e-05,0.444,0.002,4,34.87
8360,16720,26,0.33,0.139,6.230,2.1e-05,0.452,0.002,4,34.87
8370,16740,26,0.33,0.108,4.895,2.1e-05,0.437,0.002,5,34.87
8380,16760,27,0.33,0.138,4.704,2.1e-05,0.442,0.002,5,34.87
8390,16780,27,0.33,0.127,4.649,2.1e-05,0.436,0.002,5,34.87
8400,16800,27,0.33,0.091,4.308,2.1e-05,0.458,0.002,4,34.87
8410,16820,27,0.33,0.107,3.914,2.1e-05,0.442,0.002,5,34.87
8420,16840,27,0.33,0.087,3.927,2.1e-05,0.443,0.002,4,34.87
8430,16860,27,0.33,0.187,7.981,2.1e-05,0.461,0.002,4,34.87
8440,16880,27,0.33,0.163,4.795,2.1e-05,0.439,0.002,5,34.87
8450,16900,27,0.33,0.102,4.407,2.1e-05,0.435,0.002,5,34.87
8460,16920,27,0.33,0.146,5.380,2.1e-05,0.440,0.002,5,34.87
8470,16940,27,0.33,0.112,5.011,2.1e-05,0.464,0.002,4,34.87
8480,16960,27,0.34,0.095,4.013,2.1e-05,0.436,0.002,5,34.87
8490,16980,27,0.34,0.075,4.150,2.1e-05,0.439,0.002,5,34.87
8500,17000,27,0.34,0.094,3.689,2.1e-05,0.460,0.002,4,34.87
8510,17020,27,0.34,0.092,3.810,2.1e-05,0.440,0.002,5,34.87
8520,17040,27,0.34,0.158,6.286,2.1e-05,0.439,0.002,5,34.87
8530,17060,27,0.34,0.104,4.145,2.1e-05,0.442,0.002,4,34.87
8540,17080,27,0.34,0.110,4.559,2.1e-05,0.462,0.002,4,34.87
8550,17100,27,0.34,0.092,3.651,2.1e-05,0.440,0.002,5,34.87
8560,17120,27,0.34,0.146,6.798,2.1e-05,0.440,0.002,5,34.87
8570,17140,27,0.34,0.290,6.938,2.1e-05,0.455,0.002,4,34.87
8580,17160,27,0.34,0.132,4.263,2.1e-05,0.443,0.002,4,34.87
8590,17180,27,0.34,0.132,4.775,2.1e-05,0.447,0.002,4,34.87
8600,17200,27,0.34,0.086,4.024,2.1e-05,0.438,0.002,5,34.87
8610,17220,27,0.34,0.082,4.421,2.1e-05,0.457,0.002,4,34.87
8620,17240,27,0.34,0.076,3.605,2.1e-05,0.440,0.002,5,34.87
8630,17260,27,0.34,0.175,6.793,2.1e-05,0.437,0.002,5,34.87
8640,17280,27,0.34,0.189,6.069,2.1e-05,0.450,0.002,4,34.87
8650,17300,27,0.34,0.140,5.918,2.1e-05,0.441,0.002,5,34.87
8660,17320,27,0.34,0.124,5.166,2.1e-05,0.440,0.002,5,34.87
8670,17340,27,0.34,0.110,5.266,2.1e-05,0.440,0.002,5,34.87
8680,17360,27,0.34,0.110,4.564,2.1e-05,0.451,0.002,4,34.87
8690,17380,27,0.34,0.082,3.451,2.1e-05,0.440,0.002,5,34.87
8700,17400,28,0.34,0.145,6.148,2.1e-05,0.436,0.002,5,34.87
8710,17420,28,0.34,0.091,3.410,2.1e-05,0.452,0.002,4,34.87
8720,17440,28,0.34,0.136,5.586,2.1e-05,0.440,0.002,5,34.87
8730,17460,28,0.35,0.109,4.216,2.1e-05,0.441,0.002,5,34.87
8740,17480,28,0.35,0.118,5.115,2.1e-05,0.445,0.002,4,34.87
8750,17500,28,0.35,0.107,5.100,2.1e-05,0.457,0.002,4,34.87
8760,17520,28,0.35,0.147,5.960,2.1e-05,0.441,0.002,5,34.87
8770,17540,28,0.35,0.100,3.928,2.1e-05,0.443,0.002,4,34.87
8780,17560,28,0.35,0.129,4.642,2.1e-05,0.440,0.002,5,34.87
8790,17580,28,0.35,0.142,5.510,2.1e-05,0.461,0.002,4,34.87
8800,17600,28,0.35,0.268,9.202,2.1e-05,0.440,0.002,5,34.87
8810,17620,28,0.35,0.111,4.156,2.1e-05,0.443,0.002,4,34.87
8820,17640,28,0.35,0.126,3.928,2.1e-05,0.460,0.002,4,34.87
8830,17660,28,0.35,0.105,4.716,2.1e-05,0.442,0.002,5,34.87
8840,17680,28,0.35,0.126,5.480,2.1e-05,0.445,0.002,4,34.87
8850,17700,28,0.35,0.093,4.219,2.1e-05,0.445,0.002,4,34.87
8860,17720,28,0.35,0.124,4.095,2.0e-05,0.469,0.002,4,34.87
8870,17740,28,0.35,0.092,4.104,2.0e-05,0.443,0.002,4,34.87
8880,17760,28,0.35,0.160,6.210,2.0e-05,0.440,0.002,5,34.87
8890,17780,28,0.35,0.160,6.108,2.0e-05,0.464,0.002,4,34.87
8900,17800,28,0.35,0.144,5.950,2.0e-05,0.440,0.002,5,34.87
8910,17820,28,0.35,0.137,5.773,2.0e-05,0.436,0.002,5,34.87
8920,17840,28,0.35,0.095,4.274,2.0e-05,0.441,0.002,5,34.87
8930,17860,28,0.35,0.080,4.110,2.0e-05,0.463,0.002,4,34.87
8940,17880,28,0.35,0.181,5.918,2.0e-05,0.439,0.002,5,34.87
8950,17900,28,0.35,0.142,5.769,2.0e-05,0.440,0.002,5,34.87
8960,17920,28,0.35,0.086,3.708,2.0e-05,0.462,0.002,4,34.87
8970,17940,28,0.35,0.124,5.558,2.0e-05,0.446,0.002,4,34.87
8980,17960,28,0.35,0.131,5.244,2.0e-05,0.441,0.002,5,34.87
8990,17980,28,0.36,0.155,5.627,2.0e-05,0.444,0.002,4,34.87
9000,18000,28,0.36,0.094,3.927,2.0e-05,0.465,0.002,4,34.87
9010,18020,28,0.36,0.134,4.866,2.0e-05,0.443,0.002,4,34.87
9020,18040,29,0.36,0.165,5.285,2.0e-05,0.441,0.002,5,34.87
9030,18060,29,0.36,0.096,4.078,2.0e-05,0.457,0.002,4,34.87
9040,18080,29,0.36,0.123,4.645,2.0e-05,0.449,0.002,4,34.87
9050,18100,29,0.36,0.210,6.168,2.0e-05,0.441,0.002,5,34.87
9060,18120,29,0.36,0.123,4.604,2.0e-05,0.440,0.002,5,34.87
9070,18140,29,0.36,0.095,4.347,2.0e-05,0.461,0.002,4,34.87
9080,18160,29,0.36,0.180,6.718,2.0e-05,0.448,0.002,4,34.87
9090,18180,29,0.36,0.151,5.412,2.0e-05,0.443,0.002,4,34.87
9100,18200,29,0.36,0.126,5.277,2.0e-05,0.454,0.002,4,34.87
9110,18220,29,0.36,0.091,3.938,2.0e-05,0.445,0.002,4,34.87
9120,18240,29,0.36,0.153,5.078,2.0e-05,0.447,0.002,4,34.87
9130,18260,29,0.36,0.123,5.055,2.0e-05,0.443,0.002,4,34.87
9140,18280,29,0.36,0.136,5.903,2.0e-05,0.461,0.002,4,34.87
9150,18300,29,0.36,0.115,4.785,2.0e-05,0.440,0.002,5,34.87
9160,18320,29,0.36,0.113,5.036,2.0e-05,0.441,0.002,5,34.87
9170,18340,29,0.36,0.096,4.392,2.0e-05,0.442,0.002,4,34.87
9180,18360,29,0.36,0.157,5.749,2.0e-05,0.457,0.002,4,34.87
9190,18380,29,0.36,0.132,5.359,2.0e-05,0.438,0.002,5,34.87
9200,18400,29,0.36,0.101,4.202,2.0e-05,0.449,0.002,4,34.87
9210,18420,29,0.36,0.184,5.788,2.0e-05,0.462,0.002,4,34.87
9220,18440,29,0.36,0.124,5.007,2.0e-05,0.443,0.002,4,34.87
9230,18460,29,0.36,0.151,5.682,2.0e-05,0.448,0.002,4,34.87
9240,18480,29,0.37,0.111,4.135,2.0e-05,0.441,0.002,5,34.87
9250,18500,29,0.37,0.076,3.615,2.0e-05,0.458,0.002,4,34.87
9260,18520,29,0.37,0.124,5.160,2.0e-05,0.440,0.002,5,34.87
9270,18540,29,0.37,0.144,5.527,2.0e-05,0.435,0.002,5,34.87
9280,18560,29,0.37,0.084,3.369,2.0e-05,0.461,0.002,4,34.87
9290,18580,29,0.37,0.133,5.357,2.0e-05,0.448,0.002,4,34.87
9300,18600,29,0.37,0.091,4.371,2.0e-05,0.439,0.002,5,34.87
9310,18620,29,0.37,0.084,3.674,2.0e-05,0.439,0.002,5,34.87
9320,18640,29,0.37,0.154,5.887,2.0e-05,0.456,0.002,4,34.87
9330,18660,30,0.37,0.092,4.007,2.0e-05,0.449,0.002,4,34.87
9340,18680,30,0.37,0.080,3.241,2.0e-05,0.439,0.002,5,34.87
9350,18700,30,0.37,0.149,5.517,2.0e-05,0.453,0.002,4,34.87
9360,18720,30,0.37,0.132,5.713,2.0e-05,0.443,0.002,4,34.87
9370,18740,30,0.37,0.107,4.585,2.0e-05,0.440,0.002,5,34.87
9380,18760,30,0.37,0.118,4.773,2.0e-05,0.444,0.002,4,34.87
9390,18780,30,0.37,0.206,8.375,2.0e-05,0.456,0.002,4,34.87
9400,18800,30,0.37,0.088,3.790,2.0e-05,0.444,0.002,4,34.87
9410,18820,30,0.37,0.116,4.891,2.0e-05,0.438,0.002,5,34.87
9420,18840,30,0.37,0.116,5.035,2.0e-05,0.461,0.002,4,34.87
9430,18860,30,0.37,0.166,5.717,2.0e-05,0.458,0.002,4,34.87
9440,18880,30,0.37,0.087,4.285,2.0e-05,0.453,0.002,4,34.87
9450,18900,30,0.37,0.110,4.235,2.0e-05,0.449,0.002,4,34.87
9460,18920,30,0.37,0.141,5.372,2.0e-05,0.462,0.002,4,34.87
9470,18940,30,0.37,0.128,4.912,2.0e-05,0.453,0.002,4,34.87
9480,18960,30,0.37,0.132,4.957,2.0e-05,0.444,0.002,4,34.87
9490,18980,30,0.38,0.189,7.934,2.0e-05,0.465,0.002,4,34.87
9500,19000,30,0.38,0.113,4.662,2.0e-05,0.451,0.002,4,34.87
9510,19020,30,0.38,0.082,3.350,2.0e-05,0.449,0.002,4,34.87
9520,19040,30,0.38,0.075,3.387,2.0e-05,0.443,0.002,4,34.87
9530,19060,30,0.38,0.183,6.389,2.0e-05,0.459,0.002,4,34.87
9540,19080,30,0.38,0.106,4.376,2.0e-05,0.437,0.002,5,34.87
9550,19100,30,0.38,0.116,4.693,2.0e-05,0.447,0.002,4,34.87
9560,19120,30,0.38,0.097,4.744,2.0e-05,0.455,0.002,4,34.87
9570,19140,30,0.38,0.117,4.978,2.0e-05,0.474,0.002,4,34.87
9580,19160,30,0.38,0.101,4.436,2.0e-05,0.444,0.002,4,34.87
9590,19180,30,0.38,0.097,4.413,2.0e-05,0.445,0.002,4,34.87
9600,19200,30,0.38,0.136,4.896,2.0e-05,0.468,0.002,4,34.87
9610,19220,30,0.38,0.088,3.579,2.0e-05,0.436,0.002,5,34.87
9620,19240,30,0.38,0.089,4.322,2.0e-05,0.441,0.002,5,34.87
9630,19260,30,0.38,0.112,4.343,2.0e-05,0.444,0.002,4,34.87
9640,19280,30,0.38,0.111,5.150,2.0e-05,0.463,0.002,4,34.87
9650,19300,31,0.38,0.110,4.658,2.0e-05,0.446,0.002,4,34.87
9660,19320,31,0.38,0.078,3.766,2.0e-05,0.436,0.002,5,34.87
9670,19340,31,0.38,0.113,4.446,2.0e-05,0.458,0.002,4,34.87
9680,19360,31,0.38,0.104,4.635,2.0e-05,0.445,0.002,4,34.87
9690,19380,31,0.38,0.086,3.315,2.0e-05,0.442,0.002,4,34.87
9700,19400,31,0.38,0.089,4.106,2.0e-05,0.444,0.002,4,34.87
9710,19420,31,0.38,0.131,5.452,2.0e-05,0.458,0.002,4,34.87
9720,19440,31,0.38,0.101,4.098,2.0e-05,0.439,0.002,5,34.87
9730,19460,31,0.38,0.107,4.432,2.0e-05,0.440,0.002,5,34.87
9740,19480,31,0.39,0.133,4.848,2.0e-05,0.466,0.002,4,34.87
9750,19500,31,0.39,0.103,4.349,2.0e-05,0.444,0.002,4,34.87
9760,19520,31,0.39,0.111,4.319,2.0e-05,0.440,0.002,5,34.87
9770,19540,31,0.39,0.103,4.259,2.0e-05,0.439,0.002,5,34.87
9780,19560,31,0.39,0.188,6.343,2.0e-05,0.464,0.002,4,34.87
9790,19580,31,0.39,0.102,3.621,2.0e-05,0.442,0.002,5,34.87
9800,19600,31,0.39,0.092,3.770,2.0e-05,0.446,0.002,4,34.87
9810,19620,31,0.39,0.098,4.025,2.0e-05,0.462,0.002,4,34.87
9820,19640,31,0.39,0.177,6.480,2.0e-05,0.444,0.002,4,34.87
9830,19660,31,0.39,0.081,3.636,2.0e-05,0.448,0.002,4,34.87
9840,19680,31,0.39,0.103,3.995,2.0e-05,0.441,0.002,5,34.87
9850,19700,31,0.39,0.074,3.477,2.0e-05,0.455,0.002,4,34.87
9860,19720,31,0.39,0.104,4.194,2.0e-05,0.442,0.002,5,34.87
9870,19740,31,0.39,0.188,6.296,2.0e-05,0.442,0.002,5,34.87
9880,19760,31,0.39,0.110,4.167,2.0e-05,0.461,0.002,4,34.87
9890,19780,31,0.39,0.159,5.571,1.9e-05,0.442,0.002,5,34.87
9900,19800,31,0.39,0.116,4.668,1.9e-05,0.443,0.002,4,34.87
9910,19820,31,0.39,0.124,5.587,1.9e-05,0.439,0.002,5,34.87
9920,19840,31,0.39,0.091,3.925,1.9e-05,0.462,0.002,4,34.87
9930,19860,31,0.39,0.090,3.891,1.9e-05,0.439,0.002,5,34.87
9940,19880,31,0.39,0.134,4.831,1.9e-05,0.445,0.002,4,34.87
9950,19900,31,0.39,0.123,4.539,1.9e-05,0.444,0.002,4,34.87
9960,19920,31,0.39,0.159,5.333,1.9e-05,0.463,0.002,4,34.87
9970,19940,32,0.39,0.146,5.713,1.9e-05,0.438,0.002,5,34.87
9980,19960,32,0.39,0.131,4.916,1.9e-05,0.440,0.002,5,34.87
9990,19980,32,0.39,0.129,5.254,1.9e-05,0.462,0.002,4,34.87
10000,20000,32,0.40,0.121,4.869,1.9e-05,0.449,0.002,4,34.87
10010,20020,32,0.40,0.111,3.693,1.9e-05,0.438,0.002,5,34.87
10020,20040,32,0.40,0.064,3.413,1.9e-05,0.448,0.002,4,34.87
10030,20060,32,0.40,0.141,7.117,1.9e-05,0.465,0.002,4,34.87
10040,20080,32,0.40,0.080,3.423,1.9e-05,0.436,0.002,5,34.87
10050,20100,32,0.40,0.148,4.986,1.9e-05,0.442,0.002,5,34.87
10060,20120,32,0.40,0.139,4.502,1.9e-05,0.462,0.002,4,34.87
10070,20140,32,0.40,0.110,4.936,1.9e-05,0.448,0.002,4,34.87
10080,20160,32,0.40,0.093,3.600,1.9e-05,0.437,0.002,5,34.87
10090,20180,32,0.40,0.097,4.228,1.9e-05,0.441,0.002,5,34.87
10100,20200,32,0.40,0.109,4.882,1.9e-05,0.459,0.002,4,34.87
10110,20220,32,0.40,0.108,4.400,1.9e-05,0.443,0.002,4,34.87
10120,20240,32,0.40,0.075,3.903,1.9e-05,0.438,0.002,5,34.87
10130,20260,32,0.40,0.176,5.724,1.9e-05,0.457,0.002,4,34.87
10140,20280,32,0.40,0.080,4.123,1.9e-05,0.443,0.002,4,34.87
10150,20300,32,0.40,0.117,4.306,1.9e-05,2.103,0.002,1,34.87
10160,20320,32,0.40,0.087,3.893,1.9e-05,0.439,0.002,5,34.87
10170,20340,32,0.40,0.086,4.389,1.9e-05,0.459,0.002,4,34.87
10180,20360,32,0.40,0.166,8.553,1.9e-05,0.442,0.002,5,34.87
10190,20380,32,0.40,0.109,3.625,1.9e-05,0.448,0.002,4,34.87
10200,20400,32,0.40,0.092,3.903,1.9e-05,0.458,0.002,4,34.87
10210,20420,32,0.40,0.155,4.912,1.9e-05,0.444,0.002,4,34.87
10220,20440,32,0.40,0.121,5.088,1.9e-05,0.446,0.002,4,34.87
10230,20460,32,0.40,0.074,4.039,1.9e-05,0.441,0.002,5,34.87
10240,20480,32,0.40,0.156,5.888,1.9e-05,0.461,0.002,4,34.87
10250,20500,32,0.41,0.095,3.937,1.9e-05,0.438,0.002,5,34.87
10260,20520,32,0.41,0.137,5.505,1.9e-05,0.441,0.002,5,34.87
10270,20540,32,0.41,0.157,6.143,1.9e-05,0.458,0.002,4,34.87
10280,20560,33,0.41,0.130,5.872,1.9e-05,0.444,0.002,4,34.87
10290,20580,33,0.41,0.081,3.538,1.9e-05,0.443,0.002,4,34.87
10300,20600,33,0.41,0.140,5.307,1.9e-05,0.437,0.002,5,34.87
10310,20620,33,0.41,0.118,4.600,1.9e-05,0.457,0.002,4,34.87
10320,20640,33,0.41,0.112,4.624,1.9e-05,0.443,0.002,4,34.87
10330,20660,33,0.41,0.192,8.150,1.9e-05,0.451,0.002,4,34.87
10340,20680,33,0.41,0.122,5.016,1.9e-05,0.439,0.002,5,34.87
10350,20700,33,0.41,0.174,6.220,1.9e-05,0.460,0.002,4,34.87
10360,20720,33,0.41,0.100,3.964,1.9e-05,0.442,0.002,5,34.87
10370,20740,33,0.41,0.169,4.892,1.9e-05,0.445,0.002,4,34.87
10380,20760,33,0.41,0.132,4.305,1.9e-05,0.466,0.002,4,34.87
10390,20780,33,0.41,0.129,5.441,1.9e-05,0.441,0.002,5,34.87
10400,20800,33,0.41,0.103,3.991,1.9e-05,0.447,0.002,4,34.87
10410,20820,33,0.41,0.134,4.785,1.9e-05,0.443,0.002,4,34.87
10420,20840,33,0.41,0.111,4.099,1.9e-05,0.467,0.002,4,34.87
10430,20860,33,0.41,0.173,7.266,1.9e-05,0.443,0.002,4,34.87
10440,20880,33,0.41,0.140,5.395,1.9e-05,0.439,0.002,5,34.87
10450,20900,33,0.41,0.109,5.179,1.9e-05,0.463,0.002,4,34.87
10460,20920,33,0.41,0.126,5.095,1.9e-05,0.446,0.002,4,34.87
10470,20940,33,0.41,0.116,4.334,1.9e-05,0.435,0.002,5,34.87
